ID,OF1,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF12,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF30,OF31,OF32,OF33,OF34,OF35,OF36,OF37,OF38,F1,F2,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,S1,S2,S3,S4,S5,S6,PC,FC,WRI,SVT,VCHWC,HWCC,MC,PP,ST,SWP,DP,ADLM,ATDO,AOD,WS,WS_Function,WS_Benefit ,WS Benefit Score ,SFTS,SFS_Function,SFS_Benefit ,SFS Benefit Score,SR,SR_Function,SR_Benefit,SR Benefit Rating,PR,PR_Function,PR_Benefit,PR Benefit Rating,NR,NR_Function,NR_Benefit,NR Benefit Rating,WFR,WFR_Function,WFR_Benefit,WFR_Benefit Rating,CSP,CSP_Function,CC,CC_Function,OE,OE_Function,APP,APP_Function,APP_Benefit,APP Benefit Rating,FA,FA_Function,FA_Benefit,FA Benefit Rating ,FR,FR_Function,FR_Benefit,FR Benefit Rating ,AM,AM_Function,AM_Benefit,AM Benefit Rating,WBF,WBF_Function,WBF_Benefit,WBF Benefit Rating,WBN,WBN_Function,WBN_Benefit,WBN Benefit Rating,RSB,RSB_Function,RSB_Benefit,RSB Benefit Rating,KMH,KMH_Function,KMH_Benefit,KMH Benefit Rating,PH,PH_Function,PH_Benefit,PH Benefit Rating,POL,POL_Function,POL_Benefit,POL Benefit Rating,CRI_Benefit,PU Benefit Rating,Sens_Benefit,Sens Benefit Rating,STR_Benefit,STR Benefit Rating
230,0,4,4,6,0,0,0,4,3,2,2,0.0,2,1,2,4,1,0.54,0.0,3,3,0,0,2,3,2,2272,0,5,0,1,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,1,2,0,3,2,2,2,2,1,2,1,23,0,1,1,0,1,0,0,1,3,2,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.0,1,0,0,3,1,2,4,0,1,0,3,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5,3,1,-1,-1,-1,1,2,-1,2,1,-1,9.0,73.8,64.8,6.640316205533598,2,0.0,0,3.514418125643667,1,0.0,0,4.237695078031212,1,0.0,0,4.112108096695872,1,4.159067297702875,1,3.51718709210715,1,3.846153846153846,1,0.7553107789142408,0.0,4,1,5.73934135646982,1,6.945330357450466,2,7.229231969567222,2,6.764715315177519,2,4.7414947113843855,2,0.0,0,0.0,0,0.0,0,0.0,0,5.567318427871152,1,2.782591686789127,1,0.0,0,0.0,0,0.0,0,0.0,0,8.303660074321822,2,0.0,0,2.429831952197016,1,0.0,0,8.570196282643861,2,2.7080367887477186,0,9.324171927499329,2,0.0,0,0.0,0,4.867685046979776,1,3.8388353966070605,1
231,0,2,4,6,0,0,0,4,0,1,4,0.0,2,2,3,4,3,0.37,0.0,3,3,1,0,2,2,3,1971,0,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,1.0,3,2,0,2,0,2,0,2,0,3,1,21,0,2,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,1,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,0,0,4,0,0,4,0,1,0,1,4,0,0,0,6,0.0,0,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.0,0.0,0.0,0.75,0.0,1.0,3,0,-1,-1,-1,2,0,-1,2,0,-1,4.0,80.0,76.0,5.7559288537549405,1,0.0,0,0.0,0,0.0,0,10.0,2,0.0,0,5.116788064323164,2,0.0,0,10.0,2,10.0,2,3.847364280094414,1.0,10,2,9.776098516652672,2,7.346581049164324,2,0.0,0,4.271148138736823,1,5.065098088649523,2,0.0,0,0.0,0,2.6295372728126623,1,5.766259793699948,2,6.569403939307239,2,4.3623172101149095,2,4.92169819718875,1,3.0666666666666664,1,6.830639591040162,1,6.666666666666666,2,9.182730560435765,2,0.0,0,1.3367568648814079,0,0.0,0,7.912427331480208,2,2.91934369359139,0,9.945066443444595,2,0.0,0,0.0,0,3.8268707143179332,1,0.0,0
232,0,0,3,6,1,0,0,4,0,1,4,0.0,6,0,4,4,3,2146.0,0.0,3,3,1,0,1,2,3,2146,1,5,1,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,2,3,0,0,0,4,0,2,2,0,10,0,1,1,0,0,3,2,3,0,0,0,1,0,0,1,1,2,2,3,4,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0,1,1,4,0,0,0,0,1,1,2,5,0,0,0,6,0.007692307692307693,2,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.0,0.0,3,0,-1,-1,-1,1,1,-1,1,2,-1,0.0,0.0,0.0,0.8949745906267642,0,0.0,0,6.752488843117063,2,9.028594795539036,2,1.0714150117878467,0,5.045325726224918,1,3.6584444679029273,1,7.217671707260766,2,1.570516742590589,0,10.0,2,4.295830055074744,1.0,10,2,3.354790558820786,0,7.707842792331889,2,8.141233163629554,2,7.108202189256998,2,2.0670279819478363,0,7.044756650995949,1,3.9445636143624263,1,7.463693482012604,2,0.0,0,1.1287121090741592,0,3.700827416736752,1,0.0,0,0.0,0,6.5266240282599055,1,10.0,2,7.915438430079556,2,10.0,2,10.910869351732021,2,10.000000000000002,2,4.921148246585708,1,2.45816692349,0,7.999546580168114,2,0.0,0,0.0,0,0.0,0,5.053874369555249,1
233,0,3,4,5,0,0,0,2,3,2,4,0.0,5,2,2,4,0,0.25,0.0,3,3,1,1,2,2,5,2141,0,5,0,2,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,3,2,3,2,0,4,1,3,2,1,2,23,0,1,1,1,1,0,0,1,3,2,1,0,0,0,2,3,1,1,3,4,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0.0,2,2,0,1,1,1,1,0,1,0,1,5,0,0,0,0,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,2,-1,1,2,0,0,0,2,3.4259459459459456,66.23146067415729,32.7,4.229249011857707,1,10.0,2,4.528192584963955,1,4.715420792249524,1,1.5832598099480757,0,0.0,0,6.277232368016703,2,0.0,0,3.1298606307177153,1,3.1196581196581197,1,2.9504327301337523,1.0,4,1,6.6123318684245564,1,7.18530254481626,2,7.978923830680854,1,6.194187723873777,1,4.706009727421176,1,0.0,0,0.0,0,4.9165925381735756,1,0.0,0,3.521518695368015,1,5.58652544879579,2,5.733727630935039,1,5.0,1,8.255782483921902,2,5.0,1,9.126421749986841,2,0.0,0,10.942986713853614,2,7.500000000000001,2,6.048784512268698,1,3.3712365301459464,0,9.671129598336147,2,10.0,2,0.0,0,5.048918953683904,1,4.41066048667439,1
236,0,2,4,5,0,2,1,3,1,1,1,0.0,3,4,2,1,1,0.212,0.0,3,3,2,0,2,3,5,2039,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,1,0,1,0,3,0,2,4,1,2,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,1,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1,2,0,3,-1,2,4,0,2,1,2,8.3,79.3,71.0,7.87,2,0.0,0,0.95,0,0.0,0,6.4,1,0.0,0,10.0,2,0.0,0,10.0,2,10.0,2,0.26,0.0,10,2,9.43,2,4.32,1,0.0,0,3.37,0,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.42,1,5.32,2,0.0,0,0.0,0,0.0,0,0.0,0,7.66,2,5.76,1,10.94,2,0.0,0,4.94,1,10.0,2,9.2,2,10.0,2,0.0,0,5.04,1,0.0,0
237,0,2,4,5,1,0,0,4,4,2,3,0.0,5,3,1,3,3,0.12,0.0,3,3,0,0,2,2,5,2092,0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.024793388429752067,1,0,2,0,0,2,0,2,3,2,1,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,2,0,0,3,1,1,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.5,0.4444444444444444,0.0,0.0,0.0,1.0,4,8,-1,-1,-1,3,0,-1,2,1,-1,6.2,35.3,29.099999999999998,4.2687747035573125,1,0.0,0,0.6307929969104018,0,0.0,0,4.237695078031211,1,0.0,0,10.0,2,2.0872050263023367,1,10.0,2,0.0,0,0.12,0.0,0,0,9.02290584631775,2,6.338703168774801,1,0.0,0,5.289070688830721,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.5732810906401413,0,2.8718834395069686,1,0.0,0,0.0,0,0.0,0,0.0,0,7.591737899941302,2,10.0,2,1.373172147272175,0,7.500000000000001,2,4.4022789251167085,1,2.5062382448921543,0,8.561318370235567,1,0.0,0,0.0,0,0.0,0,3.0164542294322114,0
238,0,0,4,5,2,1,0,3,4,2,5,0.0,6,2,2,0,1,0.03,0.0,3,3,0,0,2,2,5,2026,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.024793388429752067,1,1,3,1,0,2,0,2,0,5,0,1,3,0,2,0,0,0,0,1,3,0,0,2,1,1,2,2,2,1,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,2,0.0,1,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.0,0.0,1,2,0,3,-1,0,4,0,2,-1,-1,7.0,70.0,63.0,1.36,0,0.0,0,7.67,2,10.0,2,1.26,0,0.0,0,6.71,2,0.0,0,0.75,0,0.0,0,2.8,1.0,0,0,6.81,1,5.28,1,10.34,2,4.17,1,2.91,0,5.859569648924121,1,0.0,0,7.514698488112524,2,0.0,0,1.263305244065023,0,5.571075310795372,2,0.0,0,0.0,0,6.215988276652114,1,10.0,2,9.49,2,5.03,1,1.88,1,10.0,2,7.98,2,10.0,2,9.160362234065598,2,3.333333333333333,0,0.0,0,0.0,0,0.0,0
239,0,4,5,5,5,3,0,3,3,2,4,0.0,2,2,2,4,3,0.26,0.0,3,3,1,0,2,3,5,2314,0,0,0,2,0.0,1.0,0.2857142857142857,0.0,0.0,0.024793388429752067,3,0,0,0,0,1,0,2,2,2,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.5,0.0,1.0,1,5,-1,-1,-1,0,2,-1,2,0,-1,9.8,300.3,290.5,5.50395256916996,1,0.0,0,0.0,0,0.0,0,10.0,2,0.0,0,10.0,2,5.3272538381623,2,10.0,2,5.213675213675213,1,2.3839496459480727,1.0,4,1,9.673724863497137,2,7.09826866284101,2,0.0,0,5.09669431185981,1,4.114546315187505,1,0.0,0,0.0,0,4.6474176685488136,1,0.0,0,3.7161200415469113,1,8.020341092919388,2,5.748650590418949,1,10.0,2,7.064451486067393,1,10.0,2,8.869553854258806,2,8.54475209272376,2,1.0155084763346813,0,0.0,0,4.392655538451272,1,10.0,2,8.934182590233545,2,10.0,2,0.0,0,0.0,0,1.754808806488991,0
240,0,3,4,6,0,3,0,4,3,1,3,0.0,2,2,2,1,0,0.27,0.0,3,3,2,0,1,2,3,2140,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,1.0,3,0,2,2,0,0,3,2,4,1,0,7,2,0,0,0,0,0,0,1,2,0,1,0,0,0,2,2,0,1,4,3,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0.0,0,2,0,3,1,1,4,0,1,0,2,5,0,0,0,6,0.007692307692307693,2,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.8333333333333334,0.0,0.0,1,2,-1,-1,-1,2,1,-1,2,0,-1,0.0,66.23146067415729,62.378282828282835,4.36,1,10.0,2,4.055097837281154,1,3.917333640673488,1,2.5017672731743295,0,0.0,0,6.920733781390384,2,5.3272538381623,2,1.3638551434609547,0,10.0,2,2.03,1.0,4,1,8.250632574244241,2,8.01839224477077,2,7.327156166126657,1,6.364082324080219,1,5.017888267434113,1,6.493591472073917,1,3.715136748160716,1,6.705447222333339,2,0.0,0,4.5672235636395895,1,8.207922868846019,2,5.964778567712275,1,10.0,2,0.0,0,0.0,0,9.56599939275225,2,7.430779137153896,2,10.942986713853614,2,0.0,0,6.601528902320538,1,10.0,2,9.479960136921008,2,10.0,2,0.0,0,0.0,0,2.7745075318655847,0
241,0,3,4,3,5,0,0,1,3,2,3,0.0,5,2,2,1,1,0.25,0.0,3,3,1,2,2,3,5,2141,0,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,2,1,3,0,0,3,0,3,2,3,2,7,1,3,2,2,0,0,0,1,3,1,1,0,1,2,2,2,0,3,1,0,0,0,0,1,1,4,1,4,2,0,0,1,0,0,0,0,0,0,1,0,0.0,2,2,0,2,1,0,4,0,1,2,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.0,0.3787878787878788,0.6666666666666666,0.0,0.0,0.75,0.0,1.0,1,2,2,5,-1,0,2,0,2,4,2,3.4259459459459456,66.23146067415729,80.7,0.1383399209486164,0,3.9491007804547,1,7.132466529351184,2,5.060378578849951,2,1.6414836158215436,0,0.0,0,6.467487378497618,2,0.0,0,2.071467784518323,0,0.0,0,7.954366640440597,2.0,4,1,7.2006925023305355,2,5.44357819713722,1,9.839078678182585,2,6.9349639446968405,2,4.992296164658119,1,0.0,0,0.0,0,6.769403986689706,2,0.0,0,3.8603445167793553,1,5.8086742350832505,2,9.060558405566121,2,5.0,1,7.998194773617374,2,5.0,1,5.94936368416965,1,3.3998712169993563,1,-0.13337858440173908,0,7.500000000000001,2,2.002146669686682,0,2.565668789110252,0,8.909398154166123,2,10.0,2,0.0,0,0.0,0,4.653997682502896,1
242,0,1,4,6,0,3,0,4,1,1,3,0.0,3,3,2,4,3,0.2,0.0,3,3,1,0,2,1,2,1971,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,2,1,2,0,0,0,1,0,2,0,0,0,3,3,2,1,0,0,0,0,2,0,0,0,0,0,1,2,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,2,0,4,0,0,4,0,1,2,1,5,0,0,0,6,0.0,0,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.3333333333333333,0.0,0.0,0.4166666666666667,0.5,2.0,1,2,-1,-1,-1,0,0,-1,2,1,-1,5.5,45.0,39.5,0.864624505928854,0,0.0,0,7.978029522828699,2,10.0,2,1.6806722689075633,0,0.0,0,4.911930147336039,1,0.0,0,0.6774855791865263,0,10.0,2,2.17,1.0,10,2,6.77054201624717,1,6.26753888052689,1,7.792499404127606,1,4.225391746676472,1,4.336881412062112,1,5.845494256592784,1,3.7549795922366114,1,6.2973353257482225,2,0.0,0,5.615534331076199,1,5.987735307759739,2,0.0,0,0.0,0,7.6159248853490045,2,10.0,2,7.621601209828634,2,7.430779137153896,2,-0.27345129137739543,0,0.0,0,6.374227985839074,1,10.0,2,9.717925386715194,2,10.0,2,0.0,0,0.0,0,3.615295480880649,1
248,0,1,1,4,5,0,0,3,2,1,2,0.0,3,5,1,4,3,0.13,0.0,3,3,1,0,2,3,5,1903,0,5,0,1,0.0,1.0,1.0,0.0,0.0,0.024793388429752067,2,0,2,0,0,1,0,3,4,1,2,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,5,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.5,0.0,1.0,4,8,-1,-1,-1,0,0,-1,2,1,-1,7.7,97.7,90.0,7.430830039525692,2,0.0,0,0.0,0,0.0,0,5.678271308523408,1,0.0,0,10.0,2,0.0,0,10.0,2,10.0,2,0.12,0.0,6,2,9.825542682114795,2,5.492143789741441,1,0.0,0,3.468418779572095,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.2223793150478564,1,3.459560727474911,1,0.0,0,0.0,0,0.0,0,0.0,0,7.088298242184097,2,3.3226014166130073,1,-0.44689692972655126,0,0.0,0,1.7176989321019762,0,2.701487466542421,0,8.570215347285412,1,3.333333333333333,0,7.119711994647359,2,6.6558696499531775,2,0.0,0
249,0,3,4,5,5,3,0,4,0,0,3,0.0,4,4,1,4,3,0.22,0.0,3,3,0,0,2,3,5,2192,0,5,1,1,0.0,0.0,0.2857142857142857,0.0,0.0,0.024793388429752067,3,0,2,0,0,0,0,2,3,3,2,3,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,4,8,-1,-1,-1,0,4,-1,2,1,-1,7.8,128.7,120.89999999999999,6.640316205533598,2,0.0,0,0.0,0,0.0,0,3.517406962785114,1,0.0,0,10.0,2,2.990880757243449,1,10.0,2,10.0,2,0.0,0.0,10,2,9.648421893727527,2,5.835873921682997,1,0.0,0,4.117634567747489,1,1.9522291826900549,0,0.0,0,0.0,0,0.0,0,0.0,0,3.009652886236523,1,6.258585497080124,2,0.0,0,0.0,0,0.0,0,0.0,0,7.581742494262402,2,10.0,2,2.949152990619704,1,7.500000000000001,2,3.4672884147027787,0,10.0,2,8.49256900212314,1,10.0,2,0.0,0,5.640387346999979,1,0.0,0
250,0,1,3,4,1,2,2,2,1,1,1,0.0,3,5,1,0,3,0.005,1.0,3,3,1,1,2,3,5,2039,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,3,0,0,1,0,2,0,2,3,2,2,7,1,2,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.21428571428571427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,3,-1,0,4,0,2,1,2,4.3,91.3,87.0,9.21,2,0.0,0,0.0,0,0.0,0,6.04,1,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,0.5,0.0,10,2,9.84,2,5.22,1,0.0,0,3.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.99,1,5.65,2,0.0,0,0.0,0,0.0,0,0.0,0,7.35,2,6.54,1,10.94,2,0.0,0,2.28,0,10.0,2,8.87,2,10.0,2,0.0,0,5.16,1,0.0,0
251,0,0,3,4,5,3,0,2,0,0,3,0.0,6,4,0,4,3,0.03,0.0,3,3,2,2,2,1,5,2181,0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,2,0,2,4,2,1,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,0,4,0,0,0,6,0.007692307692307693,0,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,4,8,-1,-1,-1,0,2,-1,2,1,-1,9.3,136.0,126.7,10.0,2,0.0,0,0.0,0,0.0,0,7.4789915966386555,2,0.0,0,10.0,2,2.990880757243449,1,10.0,2,10.0,2,0.11801730920535011,0.0,10,2,9.844186975629245,2,3.810630177857112,1,0.0,0,2.1439801254770825,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.1069537667484295,0,7.553176647797761,2,0.0,0,0.0,0,0.0,0,0.0,0,7.113158731151865,2,10.0,2,1.0542076286408175,0,10.000000000000002,2,-0.284457459438715,0,10.0,2,8.184756705229862,1,10.0,2,0.0,0,5.087313470100535,1,1.9216685979142512,0
252,0,3,4,3,3,0,0,3,3,2,4,0.0,5,4,1,3,3,0.12,0.0,3,3,1,0,2,3,5,2181,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0,3,0,2,3,1,1,7,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,2,1,2,4,0,1,0,0,5,0,0,0,6,0.0,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.5,0.5555555555555556,0.0,0.4166666666666667,0.3333333333333333,0.0,4,8,-1,-1,-1,2,4,-1,2,1,-1,8.3,107.3,99.0,7.430830039525692,2,0.0,0,0.0,0,0.0,0,5.198079231692677,1,0.0,0,10.0,2,0.0,0,10.0,2,3.568376068376068,1,0.1652242328874901,0.0,4,1,9.951391663337327,2,5.122896257153676,1,0.0,0,4.039121580573804,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.9898300136966958,0,3.2768991829611602,1,0.0,0,0.0,0,0.0,0,0.0,0,7.430718253452609,2,0.0,0,10.942986713853614,2,7.500000000000001,2,1.399047856209719,0,2.699516350726015,0,8.248422086456662,1,3.333333333333333,0,0.0,0,6.429970778588946,2,3.8845886442641935,1
253,0,1,1,1,5,2,2,3,1,1,3,0.0,6,3,2,0,3,0.146,0.09183673469387756,0,0,0,1,2,3,5,2139,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,3,0,4,0,5,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,0,3,0,1,1,0,1,2,3,4,0,0,0,6,0.0,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,3,-1,2,4,0,2,-1,2,3.4259459459459456,66.23146067415729,62.378282828282835,8.42,2,3.74,1,0.95,0,0.0,0,5.68,1,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,0.38,0.0,10,2,9.38,2,4.04,1,0.0,0,2.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-0.1,0,6.48,2,0.0,0,0.0,0,0.0,0,0.0,0,6.8,2,9.14,2,10.94,2,10.0,2,-2.69,0,10.0,2,8.73,2,10.0,2,0.0,0,5.68,1,1.18,0
254,0,0,5,6,0,3,0,3,3,2,4,0.0,6,0,2,4,3,0.38,0.09183673469387756,3,3,0,1,2,3,5,2039,0,5,0,1,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1,0,2,0,0,2,1,3,3,1,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,0,0.0,0,5.5780957446808515,137.21428571428572,0.0,0.3787878787878788,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,4,8,-1,-1,-1,3,2,-1,2,1,-1,0.0,270.7,270.7,8.41897233201581,2,0.0,0,0.0,0,0.0,0,5.678271308523408,1,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,0.11801730920535011,0.0,4,1,9.839525902250632,2,4.618984510795954,1,0.0,0,2.9070648915626673,0,3.267346097662132,1,0.0,0,0.0,0,0.0,0,0.0,0,2.06946705043979,0,6.956255274385389,2,0.0,0,0.0,0,0.0,0,0.0,0,7.77870397095988,2,8.293625241468126,2,1.9765577109224415,1,10.000000000000002,2,6.277095815838239,1,10.0,2,8.883920447159753,2,10.0,2,0.0,0,0.0,0,0.0,0
255,0,0,4,6,0,3,1,4,3,2,4,0.0,6,3,1,1,1,0.061,0.09183673469387756,3,3,2,0,2,3,5,2038,1,5,1,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.024793388429752067,2,0,0,3,0,2,0,2,3,0,2,7,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,3,0,1,0,1,5,0,0,0,6,0.007692307692307693,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,2,-1,1,2,0,0,0,2,1.7,27.7,26.0,9.41,2,0.0,0,0.0,0,0.0,0,8.08,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,1.35,0.0,4,1,10.08,2,4.14,1,0.0,0,2.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.77,0,7.4,2,0.0,0,0.0,0,0.0,0,0.0,0,9.55,2,10.0,2,10.94,2,10.0,2,6.05,1,10.0,2,9.77,2,10.0,2,0.0,0,6.41,2,0.0,0
